Formula,avg % of optimum found,exact optimums found,blunders
wuf50-0499.mwcnf,87.92107927809874,8,0
wuf50-0477.mwcnf,92.2207082965578,1,0
wuf50-0978.mwcnf,93.90629524925876,9,0
wuf50-0788.mwcnf,93.78253484320558,1,0
wuf50-0699.mwcnf,97.95228539576365,41,0
wuf50-0382.mwcnf,97.01818181818182,8,0
wuf50-0729.mwcnf,94.21734265734266,0,0
wuf50-0438.mwcnf,94.81018949984467,4,0
wuf50-0401.mwcnf,90.32234657483704,0,0
wuf50-0195.mwcnf,88.26440032635301,0,0
wuf50-0987.mwcnf,97.9972660996355,31,0
wuf50-0875.mwcnf,88.74124259761116,0,0
wuf50-0715.mwcnf,91.99712230215827,1,0
wuf50-024.mwcnf,96.25633998533215,4,0
wuf50-0125.mwcnf,94.23879983559392,6,0
wuf50-0425.mwcnf,91.75669506999391,2,0
wuf50-0141.mwcnf,84.48472449536278,0,0
wuf50-0352.mwcnf,97.23529411764706,11,0
wuf50-0389.mwcnf,95.32737616057531,4,0
wuf50-0168.mwcnf,90.85297021984304,0,0
wuf50-0491.mwcnf,87.98893752957879,3,0
wuf50-0201.mwcnf,84.41990653276325,2,0
wuf50-0999.mwcnf,92.85803673005039,6,0
wuf50-0998.mwcnf,88.65419501133788,0,0
wuf50-0175.mwcnf,94.477762834485,10,0
wuf50-0635.mwcnf,81.13150160617866,0,0
wuf50-0410.mwcnf,100.0,100,0
wuf50-0208.mwcnf,96.12140022787098,1,0
wuf50-0857.mwcnf,97.74636410855733,35,0
wuf50-0794.mwcnf,80.7513568388583,0,0
wuf50-059.mwcnf,91.399598218185,0,0
wuf50-0272.mwcnf,86.75661589839599,4,0
wuf50-0811.mwcnf,80.80045127068324,0,0
wuf50-0316.mwcnf,86.5137797014398,1,0
wuf50-0197.mwcnf,98.49841866434431,39,0
wuf50-0228.mwcnf,96.35418405280326,2,0
wuf50-0925.mwcnf,80.9352465935126,0,0
wuf50-0373.mwcnf,89.2077971960822,3,0
wuf50-0871.mwcnf,90.60592773308717,0,0
wuf50-0162.mwcnf,95.8434474017744,11,0
wuf50-0334.mwcnf,79.653251378116,0,0
wuf50-0745.mwcnf,96.0,96,4
wuf50-0819.mwcnf,95.84782608695652,6,0
wuf50-0969.mwcnf,86.63980582524272,1,0
wuf50-0530.mwcnf,95.5035598301274,3,0
wuf50-0244.mwcnf,83.40319587162192,0,0
wuf50-0647.mwcnf,88.10984632896984,1,0
wuf50-045.mwcnf,94.71905130551059,1,0
wuf50-0210.mwcnf,75.97101113172542,1,0
wuf50-0207.mwcnf,86.12576349865626,0,0
wuf50-0299.mwcnf,89.93984123578632,2,0
wuf50-0768.mwcnf,92.72120000000001,8,0
wuf50-0721.mwcnf,92.91543657743307,0,0
wuf50-0625.mwcnf,79.22714468629961,2,0
wuf50-0548.mwcnf,89.63502726626096,0,0
wuf50-021.mwcnf,87.05392972496819,0,0
wuf50-0685.mwcnf,92.2474169226473,0,0
wuf50-0180.mwcnf,94.62679519010759,10,0
wuf50-0509.mwcnf,84.61696392728106,0,0
wuf50-0434.mwcnf,90.52982908739118,3,0
wuf50-0960.mwcnf,97.21438690382496,11,0
wuf50-0976.mwcnf,94.2670589566595,2,0
wuf50-0284.mwcnf,94.66921107749593,3,0
wuf50-0709.mwcnf,89.42690642690643,0,0
wuf50-0810.mwcnf,96.94506814853752,8,0
