Formula,avg % of optimum found,exact optimums found,blunders
wuf75-045.mwcnf,91.94518418547483,0,0
wuf75-067.mwcnf,93.52525252525253,0,0
wuf75-032.mwcnf,92.43851591125473,0,0
wuf75-076.mwcnf,82.26213823467367,0,0
wuf75-086.mwcnf,96.21044226172458,2,0
wuf75-046.mwcnf,98.52,28,0
wuf75-064.mwcnf,80.78511111922052,0,0
wuf75-031.mwcnf,90.25537004790066,0,0
wuf75-053.mwcnf,94.20498113207546,0,0
wuf75-037.mwcnf,95.03266430748896,0,0
wuf75-02.mwcnf,84.52548346579466,0,0
wuf75-098.mwcnf,89.13967428683203,0,0
wuf75-043.mwcnf,89.66818733002908,0,0
wuf75-010.mwcnf,84.57081914232441,0,0
wuf75-033.mwcnf,80.68035696465994,0,0
wuf75-048.mwcnf,83.28399643705463,0,0
wuf75-035.mwcnf,88.93783089667076,0,0
wuf75-062.mwcnf,97.5920197111765,8,0
wuf75-068.mwcnf,85.32362242185094,0,0
wuf75-021.mwcnf,90.4487644000874,0,0
wuf75-013.mwcnf,87.62487300649735,0,0
wuf75-036.mwcnf,95.80321285140562,1,0
wuf75-082.mwcnf,90.15204834497894,0,0
wuf75-09.mwcnf,84.3861038558018,0,0
wuf75-015.mwcnf,93.49465133158394,1,0
wuf75-052.mwcnf,95.94795534156357,0,0
wuf75-030.mwcnf,85.96194293042642,10,3
wuf75-027.mwcnf,91.23349385693126,0,0
wuf75-088.mwcnf,86.90659415540168,0,0
wuf75-0100.mwcnf,92.46320008092111,0,0
wuf75-079.mwcnf,96.28186269571,0,0
wuf75-077.mwcnf,85.4964459755579,0,0
wuf75-08.mwcnf,91.69585350845024,0,1
wuf75-095.mwcnf,94.61912169996562,0,0
wuf75-024.mwcnf,92.70999320676464,0,0
wuf75-05.mwcnf,95.25434608038891,2,1
wuf75-055.mwcnf,79.8,2,18
wuf75-091.mwcnf,97.81333333333333,6,0
wuf75-022.mwcnf,87.70967494678749,0,0
wuf75-080.mwcnf,89.06344034736718,0,0
wuf75-059.mwcnf,87.13096467465864,1,0
wuf75-070.mwcnf,91.2083794509084,0,0
wuf75-057.mwcnf,94.65,0,1
wuf75-071.mwcnf,86.78113116993393,1,0
wuf75-063.mwcnf,91.89628880371001,0,0
wuf75-083.mwcnf,94.46259391748877,2,0
wuf75-087.mwcnf,86.74854294016887,0,0
wuf75-07.mwcnf,90.95737196722867,5,0
wuf75-012.mwcnf,88.14135850849911,7,10
wuf75-047.mwcnf,88.41148806057076,0,0
wuf75-084.mwcnf,92.12349580122932,0,0
wuf75-06.mwcnf,93.88056913006197,1,0
wuf75-092.mwcnf,79.72208567127412,0,0
wuf75-090.mwcnf,93.26190476190476,0,0
wuf75-078.mwcnf,93.647784772471,0,0
wuf75-029.mwcnf,88.59472794156105,0,0
wuf75-058.mwcnf,86.1072817085873,0,0
wuf75-073.mwcnf,83.87623161020382,0,0
wuf75-072.mwcnf,82.0157997357311,0,0
wuf75-060.mwcnf,93.0645873170497,0,0
wuf75-020.mwcnf,95.28300969975194,0,0
wuf75-069.mwcnf,93.33039564826048,3,0
wuf75-034.mwcnf,79.20926133285172,0,0
wuf75-018.mwcnf,85.72126308315363,0,0
wuf75-097.mwcnf,84.60683693323153,1,11
wuf75-051.mwcnf,96.55274261603375,8,1
wuf75-056.mwcnf,93.34699755972841,0,0
wuf75-075.mwcnf,85.80096082073845,0,0
wuf75-096.mwcnf,95.12761782065495,1,0
wuf75-023.mwcnf,94.71083503675584,0,0
wuf75-081.mwcnf,92.21214789328602,0,0
wuf75-011.mwcnf,93.53220367272465,3,0
wuf75-016.mwcnf,94.80405071245295,0,1
wuf75-038.mwcnf,95.42191113196773,0,0
wuf75-028.mwcnf,94.77995177561273,0,0
wuf75-039.mwcnf,95.40156372434069,1,0
wuf75-094.mwcnf,87.71288425151506,0,0
wuf75-042.mwcnf,86.55962946625496,0,0
wuf75-03.mwcnf,92.69724770642202,23,6
wuf75-04.mwcnf,88.80722891566265,2,9
wuf75-019.mwcnf,97.37391304347825,20,1
wuf75-089.mwcnf,89.27523891248066,0,0
wuf75-049.mwcnf,90.48683108603777,0,0
wuf75-099.mwcnf,90.47724948535759,0,0
wuf75-065.mwcnf,86.15884414865631,0,0
wuf75-093.mwcnf,84.52878275290215,0,0
wuf75-044.mwcnf,95.59985757632052,3,0
wuf75-040.mwcnf,67.42179076162002,2,30
wuf75-041.mwcnf,97.75,10,0
wuf75-061.mwcnf,77.49137920478063,2,0
wuf75-050.mwcnf,91.51831447290053,0,0
wuf75-017.mwcnf,89.10842820229878,0,0
wuf75-025.mwcnf,83.70804900941123,0,0
wuf75-054.mwcnf,90.76914954554552,0,0
wuf75-066.mwcnf,86.73005903050394,0,0
wuf75-026.mwcnf,89.37800399899645,1,0
wuf75-014.mwcnf,85.94195946028007,0,0
wuf75-074.mwcnf,89.38533156436934,0,0
wuf75-01.mwcnf,86.63714487269928,0,0
wuf75-085.mwcnf,82.48813985064494,0,0
TOTAL,89.68298357055308,157,93
